	TCGA-3C-AAAU-01A	TCGA-3C-AALI-01A	TCGA-3C-AALJ-01A	TCGA-3C-AALK-01A	TCGA-4H-AAAK-01A	TCGA-5L-AAT0-01A	TCGA-5L-AAT1-01A	TCGA-5T-A9QA-01A	TCGA-A1-A0SB-01A	TCGA-A1-A0SD-01A	TCGA-A1-A0SE-01A	TCGA-A1-A0SF-01A	TCGA-A1-A0SG-01A	TCGA-A1-A0SH-01A	TCGA-A1-A0SI-01A	TCGA-A1-A0SJ-01A	TCGA-A1-A0SK-01A	TCGA-A1-A0SM-01A	TCGA-A1-A0SN-01A	TCGA-A1-A0SO-01A	TCGA-A1-A0SP-01A	TCGA-A1-A0SQ-01A	TCGA-A2-A04N-01A	TCGA-A2-A04P-01A	TCGA-A2-A04Q-01A	TCGA-A2-A04R-01A	TCGA-A2-A04T-01A	TCGA-A2-A04U-01A	TCGA-A2-A04V-01A	TCGA-A2-A04W-01A	TCGA-A2-A04X-01A	TCGA-A2-A04Y-01A	TCGA-A2-A0CK-01A	TCGA-A2-A0CL-01A	TCGA-A2-A0CM-01A	TCGA-A2-A0CO-01A	TCGA-A2-A0CP-01A	TCGA-A2-A0CQ-01A	TCGA-A2-A0CR-01A	TCGA-A2-A0CS-01A	TCGA-A2-A0CT-01A	TCGA-A2-A0CU-01A	TCGA-A2-A0CV-01A	TCGA-A2-A0CW-01A	TCGA-A2-A0CX-01A	TCGA-A2-A0CY-01A	TCGA-A2-A0CZ-01A	TCGA-A2-A0D0-01A	TCGA-A2-A0D1-01A	TCGA-A2-A0D2-01A	TCGA-A2-A0D3-01A	TCGA-A2-A0D4-01A	TCGA-A2-A0EM-01A	TCGA-A2-A0EN-01A	TCGA-A2-A0EO-01A	TCGA-A2-A0EP-01A	TCGA-A2-A0EQ-01A	TCGA-A2-A0ER-01A	TCGA-A2-A0ES-01A	TCGA-A2-A0ET-01A	TCGA-A2-A0EU-01A	TCGA-A2-A0EV-01A	TCGA-A2-A0EW-01A	TCGA-A2-A0EX-01A	TCGA-A2-A0EY-01A	TCGA-A2-A0ST-01A	TCGA-A2-A0SU-01A	TCGA-A2-A0SV-01A	TCGA-A2-A0SW-01A	TCGA-A2-A0SX-01A	TCGA-A2-A0SY-01A	TCGA-A2-A0T0-01A	TCGA-A2-A0T1-01A	TCGA-A2-A0T2-01A	TCGA-A2-A0T3-01A	TCGA-A2-A0T4-01A	TCGA-A2-A0T5-01A	TCGA-A2-A0T6-01A	TCGA-A2-A0T7-01A	TCGA-A2-A0YC-01A	TCGA-A2-A0YD-01A	TCGA-A2-A0YE-01A	TCGA-A2-A0YF-01A	TCGA-A2-A0YG-01A	TCGA-A2-A0YH-01A	TCGA-A2-A0YI-01A	TCGA-A2-A0YJ-01A	TCGA-A2-A0YK-01A	TCGA-A2-A0YL-01A	TCGA-A2-A0YM-01A	TCGA-A2-A0YT-01A	TCGA-A2-A1FV-01A	TCGA-A2-A1FW-01A	TCGA-A2-A1FX-01A	TCGA-A2-A1FZ-01A	TCGA-A2-A1G0-01A	TCGA-A2-A1G1-01A	TCGA-A2-A1G4-01A	TCGA-A2-A1G6-01A	TCGA-A2-A259-01A
FTL	10.414854953053	10.6794450634671	11.4340781448783	10.4597525364924	10.7272587308114	10.987544110594301	11.9647179327372	10.648771992084802	9.19405576235819	9.977506621792259	9.77097518014113	10.3365093175427	10.047336905567	10.6133963693724	10.559901129215199	11.052712588023901	9.77244084740798	10.627907043371	10.9401816745751	9.6566283744233	11.2658095504129	10.221983137493401	10.276156529562801	11.214567942167802	11.8446032757942	10.235006997934901	10.7993850222055	11.7200944782498	10.92716333794	11.8199779670543	11.2540666628376	11.0118237797647	10.9304058354746	10.4017408141357	11.074695748645999	11.101106919380697	11.017471292809699	10.1426398366087	11.9642580753852	11.149682509047802	10.0165152324023	9.97442376349916	10.71986680761	10.797176577843402	11.7185061995099	12.366328242934198	11.3829096242822	11.2792894774259	10.807654422481502	11.1518003328597	9.43661131282705	9.834035932351698	10.2356313303044	10.9651438930526	10.8036232976588	12.3025409761873	11.420379414141	9.881874248335711	10.152222418427199	10.1869050612099	9.76326139072864	11.3081262371968	10.657965570159	10.9925419448394	11.107599988078402	11.2288749369365	10.1999557049577	12.0364314701862	11.791730194553402	10.621870400981699	11.035624777680098	11.555270890066302	12.177657346340599	11.9009336706454	10.0092776309699	11.409221043185502	9.6229443586536	10.760853532848301	11.1472946214246	10.623985869038	10.557474738239199	11.0193479276194	10.7029981938415	10.030522667443199	11.889889134211302	10.2365951394871	11.2022216490134	10.0985119488275	10.3039936880919	10.477338305701501	9.99733354889557	9.91993898162937	10.298082785454	10.1113703615587	11.021427668382799	10.0408172153108	10.957142669616301	10.257141516525401	10.3658125124179	9.942773842807911
TMSB10	8.85133204323426	11.4258192530793	11.962009107729198	11.3962597718734	10.282004996888	11.4312244652148	11.126289166136	9.86554742374564	9.859337239986859	10.4913975282685	11.1593705683791	11.185371726301101	10.259299837658801	10.6365432219284	11.151676645095902	10.542934222275198	10.2274380123395	10.9701296586127	9.916744309278029	11.422589627195899	11.545033475283	9.227631520206991	10.2602729809643	13.1747583704877	11.5198559682688	9.982669919112482	10.5815576911709	12.534916464179302	10.739650315646902	12.5569022256549	10.6266359789778	11.362454544709198	11.1321085429709	10.795842783168302	11.4363536845338	10.356363525721301	11.4224728010925	10.0375805929229	12.533681840504197	10.846598585219299	9.1100615895638	9.24708946253726	9.99649266036387	11.539457395045302	12.2841346265431	11.860692929765598	10.5926389456725	12.558793954249499	11.957209442373099	11.774619376501	10.281803960643801	9.709552642375868	10.3116500132864	11.348248470483801	10.776619841791598	11.2491977775242	11.835986614379499	9.56846537649905	10.3405563863301	8.41028258395611	9.15313755703799	10.7694932328686	9.96808524860643	10.408338484097001	12.0274631400506	11.7383517474235	10.524455678090401	10.468221151129	11.683735400306098	11.0335608299874	10.746727461635802	11.1479680694872	12.1633668910398	13.0197193116964	10.0059374009549	11.086048539824901	10.277629895482098	9.76834679827496	10.1272041752819	9.6803483192674	10.0504856308929	11.481606798701199	9.99720261619145	11.248794294056099	10.1182013318042	10.2746575914865	11.4289995713306	10.1052951588498	10.4116356956669	11.171229394686101	9.733388503694849	9.00260088787727	9.78597316083668	8.52974941997058	10.849614344061301	8.895767131392859	11.3492241373171	10.3614621353301	9.492298558827779	9.47816817402387
MT-ATP8	10.921201366788399	10.1301614433551	11.1326335604323	11.1755431220899	10.258398148651699	10.4980241194839	9.88989519477818	9.971940188789779	10.075651979652699	10.6321889885053	10.4252032711812	10.7366226916116	10.7792042705701	11.136809525276199	9.673798711279401	10.9017185258865	8.693060879141509	10.4418141199074	10.319376534580302	11.278851963458099	10.243309811225599	10.6209722771121	11.2023949125765	12.928648266393699	11.076124790059199	11.668532610538099	11.246348378945198	10.3846549992888	12.3339851874744	12.1150478158148	10.830260115785402	13.146851729070198	10.4334745257007	10.509437589813	10.7796137081739	10.8417850759568	11.4719528290733	12.4198073823599	7.808810212533831	10.5806331742507	10.861692519647601	11.9527685940088	10.5763300830443	10.3642872739424	11.907843725056901	12.731256271228002	12.2160913198171	10.7462419562077	11.850694774629	10.7143334392074	10.349729832544	11.554636182535999	10.9903311657318	11.929719018749699	11.6935579565873	10.8486586397645	11.2277428720017	10.9401198323101	10.404867095786999	11.107827008146998	9.746197465911301	11.1499875579713	10.3661409691042	10.725682122315	11.1024408201349	10.4311779401091	10.1433525253299	10.675775852617301	11.080095372681699	9.70784526064678	10.388116835844	11.0864258935076	11.6552597163113	12.341685688254001	10.8188798171981	10.2470357762028	10.7438670256304	10.2164125100135	10.021077839684802	10.879131547957401	9.97406957600463	10.1108454776902	10.4195275167435	11.1465441747537	11.2382511841629	10.6969934952221	9.86874602475103	10.788817048882	10.2266411834444	9.973053350940061	11.154869255064199	12.1948281364621	11.4914344180851	9.731177044855722	10.0308034716546	10.398279193259599	10.751878112789399	11.4437560075861	9.113838255277779	10.805170298248598
ACTB	9.22164743582959	10.5193651964739	10.6178321061157	10.4611871450645	10.4654508844618	10.385033533548802	10.3357037465179	10.4876725433154	10.5181876027975	10.2439187991351	10.3700758819106	10.8589924267525	10.512537842317599	11.1111094683513	10.7241022391275	10.3955639876267	9.39812014724447	10.8158052359056	10.6552486497713	10.4573626003915	10.639540744503801	9.55207730478466	10.5540790980721	11.826231500443098	11.3241786149161	9.928859087144131	10.8669295447994	11.5016920511713	10.792136039590499	12.01717837549	10.6778189694372	10.9430493117574	10.258594845088199	10.3974490081933	10.651220067387301	10.3671858058471	11.2287455504915	10.8168154185496	11.3206358787917	11.054567362322302	9.889959715044212	10.489728375405099	10.887532034375901	10.061200638067199	10.945265575906902	10.3229449124872	10.825224397453999	11.826362193998301	10.325845874812199	11.1879236418786	10.2471546583142	9.8050267339868	10.1822390942268	10.7842467279737	10.8691925836167	10.998760419477101	10.6478174462815	9.84981534607647	10.2017079841969	9.601879284176961	9.96225235872117	10.7483643069182	9.83271307932195	10.814557680778801	10.7334261559074	10.9522576568698	10.316148315434699	11.3420890216175	11.075319857800501	10.231962687797099	10.691765768202599	11.2080054462142	11.0606585394136	12.265209659846198	8.9776881282782	10.4038221683219	10.6299751639345	10.550354394602302	10.9167764490786	9.871705474605289	10.7861868060533	10.9881498312122	10.4068994399074	10.5582366561092	10.6318489498013	10.1701757876226	11.631316936977301	10.1775206782563	9.89160876840511	10.659505296028499	10.815157847867802	9.719003061166811	9.46058940377877	9.637125607372429	10.3583965636323	9.998388175469689	11.279522771061	10.0478517617734	10.3171214441779	10.3153179862914
MT-ND4L	11.202503469842998	11.086882234732599	10.940060654625402	11.334584262857001	9.79741737229028	10.257812674350301	9.16434749823633	10.0744186881024	9.68431622866536	10.413366963129699	10.0855814378743	10.2739083516047	11.0070332509359	10.695021146198302	9.8260529089979	10.6474363148534	9.016998454109991	9.82009448002644	10.0111189515309	11.5049248062976	9.81462844231355	10.383824527560801	10.6495695501826	12.567645585226801	10.0532016883674	11.6073810570929	10.9416330521684	10.611402823554801	11.5219381894856	11.9978892426857	10.373096714094501	12.416947460018001	9.35314598644951	10.1737397598833	10.1963578940709	10.690694328234699	11.428359247881	11.8312599010714	6.977919426189491	9.94924427426598	10.9524344541609	11.478664373032698	9.90730489898339	10.7552193520083	11.697167083459	12.0614890811807	11.3448082961229	10.8866905744449	11.6010050962475	9.56622777431825	10.569959589599401	11.951117832357399	10.8497216247933	11.4486217068363	11.2853113985285	9.99141291337002	10.9463308278822	10.6373447731706	10.397398458539	9.91561172306503	10.0194507125397	9.89015104822932	10.0524327000563	9.6338181764391	10.5175044391114	10.5500515589471	10.315927142725199	9.46937732370675	11.291325784337099	9.26337267160466	9.88566748820199	11.060716846937401	11.3485093938056	12.137827129187501	10.200456968656	10.0299788875271	10.8744917507047	9.60670378253126	9.414782625329009	11.1199888940628	9.800986737388609	10.111883312856301	10.6926123124972	10.708339863098	10.991171900805199	10.5572463231375	10.422501006446	10.6596628386889	10.074699238082198	9.98149349421014	11.455195508048599	12.3921713335715	10.6087274014323	9.890686135281731	9.938006043202131	9.98099947451536	10.1481997549348	10.387351583725	8.84518969803089	10.6424199064687
MT-ND6	10.749893883441501	10.103549384319999	10.7814466515134	9.283264159277039	8.758587774868031	10.7164310532999	10.6699723760038	9.456417206073029	9.98893803349904	10.4586738643989	10.215490248071301	10.2096270458113	10.5231448737186	10.1759399882283	9.10880460623778	10.9319786317305	7.43392536814865	8.835203743885	9.81598971868829	9.43652224945524	9.00693117965432	10.9080928288747	11.030860288367501	12.717911387217299	10.6173895898024	9.24299191799259	10.443427374037801	9.14593457615017	12.667235658763001	11.338526628563399	10.5757166007885	12.089082753155802	10.8148490881519	9.84809064657523	10.5699698261245	11.373909298871801	10.3941921834483	11.789828960395601	10.7085569296658	8.33444177282884	9.24150604937981	12.1343758944974	10.931444019340699	8.95584870461361	10.9955608998647	11.838814058493	12.3654471222771	9.0481695112986	11.5519103669782	9.989042655763061	10.959586903774099	11.4456911344392	11.3474692108632	11.6449180080686	10.836065454803	11.396864234015801	9.28657745622844	10.5294527295619	10.7976365526498	9.7279117566933	9.678216263078449	10.95370222497	10.3303018626012	10.785260887735902	10.6236236816545	10.4441198482725	10.677931960499699	10.5260691306549	11.4217870980781	9.154244403044359	10.6136878540813	11.8292874117512	10.977564004035301	11.3283923264817	9.61165460996325	10.6013729942311	10.232390925854599	10.317014076477301	9.309868695014131	10.0750243254701	9.14392153441506	10.671410584961599	8.709799837742679	10.3447234700949	11.239150654223799	10.198384406582301	10.7325038030496	10.9419594615474	9.7911889073376	7.970525701437451	8.29021550718407	11.7945018648141	8.72788323616258	7.904688331636731	9.72433930690307	10.769653265511401	10.4857087506225	11.261836464974198	10.330888358737099	11.1379441584459
ACTG1	9.66046109009058	10.3642754413885	10.544291056549302	11.369436178378999	10.282302745792698	10.2296023411081	10.559815495485	10.3701056922501	10.6841245047735	10.231995298443	10.1803233543981	10.542033245408199	9.99653219064257	10.3996203234794	9.79847351785063	10.3960201005498	9.80270352400234	11.660945115869	10.1454342055361	10.2807365866197	10.765784388768198	9.93240736815849	10.298712618323199	10.8531057672459	10.2833479626334	10.4099401790817	10.3945362992613	10.497994076422499	11.0598746274	10.7376123110077	10.3949979626445	10.4005515811102	10.175171401189901	10.0344772316422	10.3408380974477	10.0654558171034	11.067756809723198	10.3124438534215	10.5345396299132	10.3353743498918	10.5827873047139	10.2940836473695	10.158034502153301	10.4158198384107	10.768842348311699	12.2877257721071	10.676217687216301	10.367537381622599	10.6458642329495	10.8013591309443	10.429344718926199	10.4862551440447	10.136614783170401	10.066477872255199	10.7045590911744	9.93126731412057	10.8689706650905	9.8434479699483	10.007004576096099	10.1910765618261	10.7744737569895	10.5274890820419	9.54192476497967	10.6964612052308	10.241675904797999	10.0636739585483	11.172405657021699	10.4864172742287	9.891639170295539	10.0704372423746	10.968744208333499	11.2677855355145	12.1588647215026	10.390004724037802	10.6285060749242	10.5877973099386	10.8366515472594	10.3811227908871	10.002398109554301	10.168203791128802	10.457026360452199	9.88503293631715	10.1958059501324	10.0634584471346	8.96897918544557	9.75848509316316	9.935791875090999	9.36594472912234	10.2720381600975	10.6647910315545	9.63953057326618	9.52636707918676	10.1314128787004	10.0495085848476	9.89442351272266	10.102988717828199	10.3949616974201	9.791338448593661	9.98585001000153	10.0048488499854
MT-ND5	10.7658607416565	10.0150477808611	10.504361506627001	9.64009384884654	8.58019434354961	9.99242079620557	9.35447910577893	9.07616217496252	9.72686789369648	10.4315944523868	10.1673116535649	9.93585585830106	10.6480250291833	9.87114232683161	9.26841565843812	10.752621845020302	7.4959980295814	8.818984803487028	9.699524611326382	10.0004208819465	8.62198885467439	10.7801542853308	10.498905683021599	12.0603991633043	9.81281332156285	9.895001463917529	9.95050656334834	9.515009643445211	12.157383193939099	11.1209462414763	10.1157014468909	11.7924996256374	9.45047509613668	9.81296408718392	10.118536068374	10.783045933247399	10.395366766276599	11.1893912587096	7.99249398833517	8.67322966167319	9.32701394064443	11.478259035562001	10.0648063832416	9.362123967826882	10.8051724241907	11.299424014625302	11.7363552525507	9.32350945489639	11.1178866605148	9.047172855287391	10.748328611638101	11.5894785961259	10.9638595516955	11.3624798029303	10.788091407479	10.1281387270894	9.437880074191	10.4243731891421	10.726492196620999	9.97545567109197	9.885021850989279	10.3297551435452	10.172586310862	10.1382452791488	10.1584519845891	10.044416405549	10.4440582885184	9.64135475390659	10.860443633038	8.80404577941132	9.920966055943289	11.2711763672348	10.7922499255513	11.1649682012067	9.79149450944818	10.2113364724423	10.2378038098804	9.98464308926992	9.070256451042331	10.1306357917635	9.32802659947612	10.276453550497099	9.10653191654434	10.273965226689	11.1907015332552	10.0996632741485	10.618123333836	10.839489880873302	9.83262442134793	8.26505025634513	9.101432252052868	11.8576038670914	9.42427901157532	8.40615944509145	9.55474792392448	10.528950789531901	10.198094391226801	10.903654945067402	9.061102797622132	10.861286085634001
RPS12	7.9735805456682405	8.162968903562861	9.152538712625221	9.56692975683991	9.92943163301449	9.92297105774807	10.139959000865801	9.47156422326993	11.038655840862301	9.418748108101301	9.605090513918778	10.5594116336213	9.202824669379119	9.58608993769198	8.9640694066401	9.24787430376575	10.4195648587041	9.393213365901971	9.036692727217789	9.39403121812146	11.3009643166115	9.426498686449321	9.42744413496697	9.965493660000801	10.055845862396598	8.935955755384631	11.1073285000576	9.6918543998153	9.64779670557046	11.663569667113302	8.83484189194808	9.133891390936151	10.5762913227656	9.5677214113553	10.5604269695134	9.98291166599149	10.1683381347266	8.740396939568159	10.8325504540412	9.648018696531631	8.9932212136563	8.10799334475264	10.4028647554995	9.43101043580755	9.89318862673285	13.417456556499	10.057498508577	10.2903418968815	10.974836603350502	10.863507312544101	10.167211749960801	7.99213645186864	10.025227279914802	9.96680382519709	10.1002592813587	10.2100976993326	10.8301007834865	9.90307417006265	9.87608879488477	8.80634205462708	8.94516927104379	9.32075043976263	9.72598974288449	11.1945111307516	9.93298763099886	11.1901118350241	10.5374213001947	9.101872227608618	8.94187541244829	10.027928385087499	10.7580475607708	11.128301766081801	9.9188953658566	9.47473577446211	8.74358415127817	9.75515725465812	10.802994795450301	9.16759694785625	8.77248643793075	9.80039665308782	9.4847674883047	9.53265317016116	9.4909996546126	8.93029711031026	9.7429750540794	9.73337829363452	10.275930597047699	9.82007683937594	10.6238837111146	9.913811990108211	8.80670194798897	9.59196870076274	8.84145247578878	8.58092372942431	8.96713618826873	9.10928136223398	10.262319322849699	10.8095135336429	10.190613950173802	10.050986600051699
EEF1A1	8.07024624409351	8.14852873692625	8.899962298828061	9.78595235363705	9.621818707072359	9.856721657235392	9.86380145210379	8.76811450724592	11.3507184392049	9.078598063870801	9.92802350252747	10.2126691849993	9.35203774563675	9.83526547525881	9.039325128000561	9.38846396848864	9.94111110770963	9.55428412641745	9.608831470262981	9.98611323980665	10.6448276494735	9.676828295590688	9.33403136276192	8.82077559402275	9.208081804862301	9.05413489801811	10.4152094033995	9.75941813182616	10.5755507942031	9.23888644447506	8.80740790715671	9.08296176957086	9.98987837070474	9.25588233192405	9.25016331445477	9.46843457878859	10.0684330155735	8.66206723544633	9.9537222259106	9.35966331453884	9.841083180078929	9.094718851845501	10.090046737737	8.91567335454142	9.212032170965552	11.0470052825209	10.046503415616	9.514250184913221	10.6439765017354	9.94177473605222	10.2124683209743	8.83223450772236	10.355648737386499	9.94202115065382	10.086173624535698	9.686840137925769	10.561240118020999	10.3312505792078	9.96482432658042	9.78084112955225	9.18256979633285	9.5992338958741	9.803526680129382	11.1476451107334	9.70339140082876	10.3094806551355	10.801124806178802	8.73211179955128	9.045287362664348	9.763432781940331	11.0328804405869	10.1166087880655	9.511735127828858	9.80190934790474	8.85193690563062	10.0048104883276	10.6390348497701	10.014810973641099	9.05700774563698	9.580669137088119	9.59814019710437	9.59321652974702	9.670767637848279	9.009021267677651	9.0603852132088	9.75078742522748	9.53557145572445	9.96799612947317	10.4403152145171	9.9559440252867	8.86371317059671	9.474419662402381	9.198970941824381	8.90887131467142	9.170632685253551	9.55491378207026	10.215166112615401	10.392871048121199	10.2556602443794	10.135823780639
RPS11	8.74419868226129	9.03588330482216	9.67625387216528	9.54846401066061	9.676679129843551	9.82199967811402	9.85498611041067	9.48444992658558	10.5677502272397	8.847868597455939	9.74663914030176	10.2262726857808	9.13755070007446	9.12816849555563	8.76395473955095	9.257956693277391	10.2387315769994	8.97518174011052	9.15047227151724	8.699501181206031	9.87478954574112	10.243567724223599	9.172722054795589	10.7102925182553	10.0936008133822	9.470824100516891	10.1174630292705	10.724596381798401	10.5750874851306	9.98803710542534	9.407099833518302	9.36636936591726	10.257853381953	8.9985871398788	9.279671339460538	9.70295703931517	10.3045038043817	10.033643175981599	10.8919256590217	9.806339509229339	9.181339886773651	8.76931234184997	10.0206720550344	9.26912896223768	9.50297646876149	11.695651514003902	10.2778159684888	10.4007839627163	10.105537313476699	10.5173386285401	9.55051847775003	9.234762173176499	9.69990053852151	9.51640986751154	9.85700282581405	9.81388936248447	10.6354963580899	9.49322067543741	9.34974913906512	9.26411143244664	9.34145758235714	8.92331650391395	9.192689718580821	11.0211411548765	9.09434443720063	10.398961982015901	9.9275742322907	8.85529039204089	9.04863218271376	8.78897508420258	10.3055040565119	10.1132825328465	9.843165155370711	10.348029426541698	9.76305342169873	9.67337323433684	10.216204013849099	9.49235886325203	8.528405665188231	8.999016763943251	9.058376200497472	9.26718369199793	8.724650540539889	8.54756057739678	9.42232248776643	9.17360362440207	8.40992872253999	9.33549129620087	9.86973739803958	8.64589466108556	8.15819885401878	9.34420573706031	8.52753541921927	9.11477623551043	8.570956541871789	9.074763883774109	8.87195459518844	9.48028707749664	9.689740160763199	9.458033507554038
RPS18	9.16910745345891	8.35905804651769	9.30425774173521	9.62556001664817	9.37331079306165	9.85934965356674	9.7654270346462	9.85744293113856	10.8611334816114	9.163626033630552	10.2969658702686	10.4966540671827	9.20492132684498	9.21119736595634	8.39780762977432	9.22061043761515	10.257872525472699	9.11924583422837	9.59609631731131	9.123664238456199	10.4065710744822	8.81203781416383	9.468246646380631	10.7998341514009	9.78462346908214	9.40175428044609	10.419226492362501	10.7846797687679	10.690612482126198	9.19117326226957	9.92829968241789	9.47116508079193	10.2471279466847	8.986985210872529	9.02101384568074	9.305852753840801	10.590337070949	9.33052029885049	10.366657718844401	9.455220969405062	10.007455748885802	8.5302738320534	10.0026408087235	9.32380907916817	9.77116246459138	11.9698470550068	10.403480964880199	10.8756317044726	10.5602091427415	9.718335405040081	10.131972420317402	8.4485827539078	9.93281178438062	9.326452987409589	9.81280117823293	9.45803434947969	10.420756648797	9.6084945100722	9.66752509533496	9.28171685991642	8.94273736725848	8.910214705518909	9.328888118343368	11.022477554751198	8.9376986501718	10.4705691043125	10.230626324546	8.890506175363619	9.06327452911242	9.528352505722038	10.50626360353	10.5806406643998	9.18990609029491	10.6406539539755	8.53497234634913	9.26120585504263	10.948491087528698	9.52892534275163	8.86463464338263	9.159906161322722	9.216774326288881	9.1621900280332	8.83657325299543	8.817546034589471	8.82595560120209	9.2837378640696	10.0102531066951	9.40694975755497	10.278535946661401	10.4478012542599	9.011567836918289	9.164021147208882	9.088842384749869	9.918314973299099	8.28596216491801	8.969904648923581	9.167069203344901	10.060715868612	9.46281809380639	9.80115109248542
S100A11	8.10143456675948	9.55307404529418	9.79273364541565	9.647089774656802	8.71870440948977	9.57066946644507	9.99903693333478	8.81604558218588	7.8751908727248505	9.25574775922985	9.484667523408211	9.354992881207462	8.7355580434342	9.123260094353759	9.86975370150739	8.92461579503705	6.044834070826559	9.81362660755432	10.200239993865	6.31402196645389	9.394706598101	6.667528150813941	8.96836486052916	11.258811878808801	10.205682119367198	9.39602534675916	10.250420599010699	11.011788152862199	8.834297642551789	10.8880558841139	10.6957473148003	9.89326046646909	8.39666012924304	8.72909414698541	10.4089119641358	8.05486311134264	9.43251542619696	10.3962094187577	9.79504873610812	9.9820749747314	8.3330272101128	8.425323914354191	9.42108409750576	9.191149131385831	10.2062197770774	11.8768025308975	8.72264128246027	10.640776127608401	10.1744254203497	9.72195990761977	9.47917693560246	9.0109997878539	8.33927728084224	9.787115883197991	9.38679935845048	9.22080614045402	8.71029967313411	7.5448644482116505	8.52022712452507	8.46822311734154	8.49671794021331	9.38742501973719	8.25422997238152	9.20040063186756	9.877476207899711	9.43719402951952	7.638678972364009	10.102471808547302	10.0609369128467	9.631061384073039	8.85204144072496	10.037525376193699	9.46785880491751	12.5415017621419	9.27907863617844	9.35289577298233	9.42872242370214	9.39650418193717	9.52092151872518	8.77129645665863	9.60889225361999	9.35293192581781	10.0412403285965	9.234481652773619	9.27813664355354	9.05758875716398	10.1941908355028	8.63775561603847	8.78456272548939	9.974426580399241	8.47986515529955	8.91221368660971	6.92468696031891	8.48695514729728	9.13612348145985	7.978371137180999	10.356503135548301	8.468255203122961	8.63107580413419	8.089650305153588
RPS27	9.127689949910561	8.3070359257669	9.0079096582576	9.198987804292551	8.988915308501811	9.72102428276998	10.3471717427303	10.0639679399089	9.942241896054721	9.12248539263978	9.96547267951685	9.883569455368741	8.66203173388512	8.64190977725667	8.89632649551883	8.75277696895375	9.63865145742726	9.65442908245778	9.30214414723017	9.00088046072233	9.510290017584321	9.944984479737439	8.688615955729691	8.44105841441775	9.658958929405369	9.23851865431037	10.240045630694699	10.2413891005703	9.50692550411894	9.23474793920124	10.0728061321622	8.64977817753353	10.1203679545815	9.10478935843766	9.294410260261671	9.5821579005773	9.53381900467128	9.717858369662869	10.503265029714699	9.7128744123449	8.91003604649105	7.82534427560012	11.0360738621737	8.564638281223889	10.015026929594999	11.1553541325982	9.46390353540214	10.2971315508368	9.55237170320558	9.154433375102471	10.2009377389219	8.15884328648462	9.6655569748566	9.53805061058379	9.84941603453202	9.61293991639914	9.28196440085706	8.90419213553389	9.12258508871936	9.80244447364385	8.02072341946645	8.971178024349141	9.18654035600746	10.0560659467268	8.754200637440329	10.0738856185059	9.42668258952999	9.13055753804791	9.191878425371868	9.341622907438222	10.495544644901	9.594119253852789	8.97531884436815	9.86748040322328	8.7017364597277	9.59637757211383	10.5437115856917	9.37229637283541	8.721810083620289	9.24285984480239	9.784408848512589	8.57244038652892	8.855797281979509	8.31039551648808	9.38763246725183	9.39067718051707	9.467000866524	9.491485049138449	9.97042537090061	9.273489259580222	8.50500730738711	9.75798828649896	8.27448752953738	9.15119018299168	8.57005999390656	8.870953223779189	8.876250909200929	9.33294268374632	9.5244947237665	9.2659504786885
GAPDH	8.572916772487861	9.95681243253811	9.479775663173339	9.173508452985109	9.22672483355088	8.04829319519014	9.763240074729039	9.24403052871324	9.307297447052528	8.91479787142474	9.521959360808259	9.306748573710552	9.936759666550369	8.95239981919649	8.428014258701	9.67066323266899	12.205079550311902	10.2836987989949	9.898573740900721	9.666802980231429	11.902107453849302	9.12720703002681	8.94462836465754	11.361488373268099	9.70161544698795	9.04760445252461	10.7620221840359	10.9764530920011	9.587190328914321	10.3618717932818	9.520530831395732	9.60000729881424	8.968347610669019	8.39172902369551	9.604834052558688	8.17900167009006	9.8433943384374	9.144282453255288	9.26427692799336	9.46537953655563	8.95040812425349	9.171423177900289	8.52234754474424	9.571139669972151	9.804582385080039	11.849696929337199	9.25828899030398	10.9448820201016	10.4376254410564	10.6592724765515	8.85413259654207	8.78432804717137	9.030668457382891	9.622254528760552	9.500515619850649	8.91850744983266	9.699684273718669	9.783416893091161	8.61984137213132	9.30022787310696	8.68756965279786	8.67432520863818	8.40164160356266	9.4206224230144	8.41351076799089	9.49993898303739	9.35764343935974	10.322587780329801	8.79536752397206	8.857030555039689	9.500679679798921	10.479522105648499	9.36518091790628	10.3808980032718	8.504432415013959	9.420278046678561	9.71256519483093	8.897234959937288	8.51572838497391	8.78243068593884	9.023572169711551	10.5536497616857	7.9078736207565	9.35171093261366	9.90416254383159	8.18158378678844	10.088024763834401	8.282308774754041	9.26500159434016	10.246826430407	9.437761617255571	8.079487330169151	9.3932065853955	8.74609116275151	8.3111829828642	8.21766570142551	11.643361929500301	9.381444612969009	8.03721731158121	8.31044644340876
