	baseMean	log2FoldChange	lfcSE	pvalue	padj
IGKV4-1	6423.775088204945	-2.057529806895965	0.764164434182655	0.000489227945133886	0.004717271080721861
PPOX	407.08029127223114	1.0548497233880614	0.33753388819666635	0.0004889759857640473	0.004717271080721861
CKMT2	324.8238271423705	2.970736816393146	1.1875972674482431	0.0004925598262607374	0.004746641529444737
SERPINA5	60.63394623174498	-2.1004863730056416	0.7722877670041478	0.0004945002337387753	0.004762576497098971
CTB-113I20.2	24.69960779434314	1.413685922997416	0.47835218049276723	0.0004955816098231668	0.004770224376523978
PLOD1	4243.458657863083	1.1385053877124862	0.36674059820043037	0.0004969950570214119	0.004781057895007835
HNRNPA1P26	58.94456489197697	2.4296422673370177	0.9290479521250389	0.0004974017403153472	0.004782199476662434
LENG8-AS1	73.14889159958048	1.313164404312238	0.43769343734775906	0.0004985721408844881	0.004787782552341547
NINJ2	255.33491772205963	1.6455745195642004	0.5778194325043939	0.000498989740806586	0.004787782552341547
PLAC9	221.85455056266747	-1.725306289257639	0.6148505880582407	0.0004993250932885589	0.004787782552341547
ADAMTSL2	265.7364095300451	1.739189861285086	0.6184419838057494	0.0004994241978231485	0.004787782552341547
TNFRSF11A	1529.609882556178	-1.7733702260722657	0.6365153618133002	0.0005034830208714744	0.004818347019337153
ANKS6	1175.5489585318219	1.2055915552600451	0.39380910252843815	0.0005033339592724516	0.004818347019337153
NOS2	3383.0603034936776	-2.4443403029549633	0.9475032176464704	0.0005043277091450324	0.004823650508435551
LYNX1	262.41882924762444	-1.874739058556628	0.6807264851307527	0.0005047580608823253	0.004824987244035768
KIF13B	3879.7496089205647	-1.4374182007338676	0.49472567508693066	0.0005051998400484209	0.004826431613443027
RALGAPA1P	37.436881423814896	-1.6742942248135066	0.576325736194364	0.0005066052963486075	0.004837075526493547
NSMCE1	2523.238965705302	1.376475460459445	0.4621402544979676	0.0005075891663858011	0.004840902078500771
TMEM147-AS1	298.2426574145074	1.7623334719626813	0.6295458879065037	0.0005074348905268985	0.004840902078500771
AQP9	165.162861623107	2.627338616849417	1.0277225286352223	0.0005100225491836617	0.00486056728543614
SEMA3F	1268.616689678079	1.2977453829483292	0.4326394060706813	0.0005105720544345164	0.004860973848526784
WSCD1	621.0918006091454	-1.8939775868824618	0.6929263618056891	0.000512778876250939	0.004873600721963704
KRCC1	1807.1887625127006	-1.4176417243109156	0.4861906931441293	0.0005152582220994226	0.00489436356964463
GPR157	657.8266398698094	1.4917031670723797	0.512421024206353	0.000517447944978325	0.004912353160903435
SYT13	1048.7907942152976	-1.5111567858919994	0.5250644564252139	0.0005177622316013469	0.004912528053433579
FAM150A	31.24252977125437	2.8042776625423906	1.0994341934214527	0.0005210999729565137	0.004941372901753257
PDZD4	207.59461959505404	-2.0146656921855537	0.750041711538831	0.0005223524635949595	0.004949478927820795
LFNG	4105.364786666297	1.6253236134546967	0.5706956252270389	0.0005269758417415671	0.004985701923804547
POLR3K	958.6126186457662	1.3610879870610098	0.4592917305337528	0.0005275212686344437	0.004988020013898806
EPAS1	6171.932513865362	-1.0695593658459437	0.35097231369136356	0.0005293822487558383	0.004999921989955597
CCR2	232.53787955294888	-1.8300743314323307	0.6628170263507563	0.0005309027893780928	0.005011432583760008
SLMAP	3964.4389918419365	-1.721933835997566	0.6202498398116503	0.0005323071972868874	0.005021834490767886
CCNB1IP1	1467.9971040287428	1.317923178006429	0.44159973081534093	0.000533046883672849	0.005025957101932984
EGFR	2194.3631913521854	-1.2169003959594207	0.405237101064793	0.0005337388131562919	0.005029625002069848
ADRM1	5195.186351855916	1.1389943886068519	0.37242197601668264	0.0005371989479272597	0.00505935980225991
HAR1A	74.50112233094055	1.916545551394404	0.7059651702076749	0.0005387549677912559	0.005071138030162139
NEURL1	613.6741719942313	-1.5843859986163287	0.5598417773502212	0.0005414422086727523	0.005093544721134493
GLYATL1	64.86577075250247	2.870335166865525	1.1597461696492	0.0005431335695457572	0.0051036727723473415
ARHGAP39	775.6825043138355	1.5941818076517797	0.5611371037163443	0.0005440832495025738	0.005103931228667082
CDC34	2891.784619829933	1.2646661508018051	0.4199131317543984	0.0005440215304130585	0.005103931228667082
SPATS2L	4208.099298772488	-1.0815603408661654	0.3528086390322341	0.0005435145231617404	0.005103931228667082
IPCEF1	70.35549261607858	-1.573379657516136	0.5482127008014315	0.0005461698579438037	0.005120612264990917
TPRA1	1481.9346168679804	1.1092195773939897	0.36209477776702687	0.0005476303958736866	0.0051314080660760115
RP11-284N8.3	83.43564499108841	-2.311143510284014	0.8772412765018248	0.0005492473180977308	0.005140756747291275
SLC16A1-AS1	72.01085429046935	1.283789839767124	0.4337133395051919	0.0005550756145750185	0.005192380565861188
MAN1A1	2954.1459885452127	-1.4451266961527283	0.5028503220926553	0.0005557347588170306	0.005195619332994356
GVINP1	157.76871242966294	-2.005106620180417	0.7454865349330048	0.0005593662699745058	0.00522662776964361
TYRO3	272.06119066406546	1.2718467468924022	0.4276640749653723	0.000560810749159694	0.0052370346544595
EMC6	161.43631126848868	1.2008413603506718	0.3983968999598098	0.0005612692329972738	0.0052370346544595
FAM58A	1354.6061272143766	1.3407406953483176	0.456095206539331	0.00056348136081364	0.005247360916965608
RABEPK	1247.3875461865766	1.1961224836485036	0.3976064799295818	0.0005659368117880118	0.005264322029651623
RP11-1348G14.8	18.062982331759944	1.7709302949018235	0.6381264467316915	0.0005657781291131664	0.005264322029651623
LCN12	198.77494895683026	2.3569604052728246	0.9131896292828177	0.0005682525864913661	0.005282903665231043
CDKN2C	456.72697454392846	-1.091776792121166	0.35763476432446706	0.0005699516296153159	0.00529573411199368
SMPD1	2004.390062898856	-1.184854636069642	0.39474440475149825	0.0005707380648355746	0.005297819290831365
PHKA1	531.4279717797932	1.315343687938273	0.44496367106719587	0.0005708141840097152	0.005297819290831365
SLCO2A1	2107.6592552759666	-1.6928352981448969	0.6117291767617976	0.0005744727753500547	0.005325821307600396
NME1	2029.2444078389933	1.2860271199387543	0.43228849452239354	0.0005741936827062851	0.005325821307600396
ENPP2	956.2834090695694	-1.1813120753509927	0.3937147030261569	0.0005768028398952275	0.005344438813404218
RP11-617F23.1	200.2151787640693	-1.220140987570519	0.40803595017575656	0.0005781879583692805	0.005354284919555791
ORC6	305.1240248291682	1.192875320642629	0.39680597398791756	0.00057890784423993	0.005357370719585802
CHD9	1111.7175035723267	-1.0694351700772116	0.3516861466705257	0.0005791664925112331	0.005357370719585802
FLVCR1	703.3787107229126	1.1272935773928496	0.37008749837967686	0.0005810837339022617	0.005372112649060776
DPYD	676.9766752392475	-1.6777412345661762	0.6049257961068801	0.0005833157450713632	0.005387423559320921
CTB-52I2.4	34.45236966329494	1.8691947905866435	0.6913282396960149	0.000587898045641822	0.005426047331760318
AEN	1090.6842808460572	1.2437847361550773	0.41855535826533247	0.0005900309196094388	0.005433651352853645
G6PD	2269.838183534797	1.297444835289096	0.4379651341198968	0.0005895905689140176	0.005433651352853645
GBP1	3382.260124447478	-2.443035821299994	0.9750650071679181	0.0005952869822713741	0.005479016105118567
ATP2B4	4617.243711938554	-1.8649651148272763	0.6975509912100819	0.000596793461814874	0.00548983858170314
TMEM79	275.2521169027569	1.3295431560351345	0.4556254715291389	0.0005986773152669607	0.005498029946179543
RPL7A	63385.12147595949	1.2395063370286952	0.4217656663035068	0.0005983402257424104	0.005498029946179543
CTA-29F11.1	96.58143608769508	1.3016123463173848	0.4435238603331615	0.0005986425939436736	0.005498029946179543
TMED1	550.0453057650742	1.202337337454639	0.4023781615766419	0.0005992094039924048	0.0054998744852901545
ZNF615	169.55168272286414	-1.1277954974887134	0.3746365754513392	0.0006044878549403347	0.00554525764830349
PCSK5	1179.2950584409784	-1.6237922023449332	0.5844726740997943	0.0006051171328167397	0.005547965142622388
AC016735.1	27.260444317524772	1.3180197462180179	0.4460266761993042	0.0006075252739121778	0.005566970004435872
IRAK2	308.5385146205985	1.4600403624023521	0.5100089146370733	0.0006100346468376132	0.005586881012736751
ARRDC3-AS1	18.85314730840928	-1.4768231530757288	0.5061216282634942	0.0006104973846205453	0.005588036700242301
COMTD1	1539.8727127578848	1.7111164895552662	0.6198813032166225	0.0006111286261259398	0.005590732621595099
RNASEH1-AS1	200.09232899448133	1.0428885966366703	0.34105840240322965	0.0006133762551126024	0.0056051179636156575
AXIN2	2233.6163381252545	1.8144865182023797	0.6669062222166483	0.0006133149271631864	0.0056051179636156575
KCNAB1	94.75059421335212	-1.972444678051095	0.7398621502505568	0.0006160907582779976	0.005626826705416871
MYH7B	110.80315550180592	1.7984407234957127	0.6622962293988977	0.0006165700714040034	0.005628108557224888
GAREM	531.4893845749239	-1.2770809936352734	0.4361308952953097	0.0006178359603738532	0.005636564992333768
ATP2B1	2224.871774938313	-1.300664310126151	0.4479763729477301	0.0006195912473244796	0.005649474503336442
CD40LG	47.478464174730654	-1.539268177736274	0.5474190855725727	0.0006200328764611754	0.005650398397783401
EVA1B	294.60416484122686	1.4099750076493633	0.4893129125037387	0.0006204874553733234	0.005651439226011334
URAHP	25.613340672807606	1.8928933771128706	0.7098755004096511	0.000622896478232905	0.005670270353387695
FAM201A	113.83063242717488	1.0985352698923188	0.36272195448209726	0.0006237275436450417	0.005674724457360149
RNF150	474.76437793101036	-2.2286538639807216	0.87052110047804	0.0006274420789618817	0.005699151137353985
C15orf61	338.3157757330624	1.071516256830537	0.3538070389089039	0.0006271280291480187	0.005699151137353985
MAP3K10	512.4010194065356	1.4209763286074533	0.49700124377245536	0.0006372275915413478	0.005782949172961233
HSD17B7P2	94.16285914470737	1.7665383242071306	0.6480400404077973	0.000638593636364634	0.005784692281562689
TBX18	66.68710735482269	2.118057317974482	0.8185782864130368	0.0006389499906279193	0.005784692281562689
ENTPD4	1391.3893176859679	-1.0070049318091838	0.3288622123763739	0.000640031960960527	0.005791330070729477
PCDH7	499.1459486284821	-1.4329303724899312	0.503765241716133	0.000642078982345981	0.005806688138819536
SULT1A1	1981.4938661785234	-1.6291978865000116	0.5911059824841777	0.0006427923944765684	0.005809975458839925
ST5	1905.8353798430767	-1.0397204611867927	0.3418927211819454	0.0006459583552575289	0.005835414869801964
ASPSCR1	1429.9222906019509	1.2560907680190394	0.4273799431894797	0.0006473408768668748	0.005844724262913317
CA12	9605.578398557904	-1.3309912068704048	0.46141348345129585	0.0006520377950674005	0.005883894651574853
MBNL1	4876.3963603290895	-1.096465018452975	0.3679054647970985	0.0006527423481209876	0.005883894651574853
CIITA	850.6497848518396	-1.7626866493145124	0.653039487757926	0.0006531672434359367	0.005884530065116817
ETV5	535.5291226076167	1.221232868853349	0.41414309614586353	0.0006566110292032199	0.0059123479006997085
SDHD	3486.0954093020346	-1.2454237562513732	0.42625639866981446	0.000659043491813528	0.005930058329029294
DEDD2	2149.7164314939946	1.2753772515595605	0.43640255251545557	0.0006592921991922473	0.005930058329029294
MZB1	988.9160462882385	-1.7212873140816083	0.6362202254605548	0.0006634993484033212	0.00596466874980441
PLP2	8504.802674381404	1.2022556509882798	0.4039300993275085	0.0006639749272044508	0.005965714118670293
APBA1	288.92365479999523	-1.358216692119206	0.4733210020059128	0.0006654313587485379	0.005975566403818671
ANXA9	382.9507016803679	1.4342723596033289	0.5039960726824935	0.0006700026240363306	0.0060133640916212065
PARM1	11609.880289283365	-1.311882720823139	0.4559736838241695	0.0006704165722511737	0.006013828614618308
RRP12	1378.914911820395	1.3568681064435995	0.47092608177192846	0.0006718406813669921	0.006023349175711412
PHLDB3	356.5367839940126	1.1735273636306751	0.39534168744903414	0.0006727769191460115	0.006028487838910078
KATNAL1	292.876737722645	-1.5380951022655476	0.5523933033151314	0.000676932557176749	0.006062453171177313
CCDC69	3287.7039787545864	-2.244757562188782	0.8915087851817882	0.0006780633070709621	0.006066036180283543
CP	262.92998420391444	-2.155874127676311	0.8415230370629981	0.0006812576280777276	0.006091330994400964
OSBPL3	673.146290707697	1.1556852365177797	0.3890119245873758	0.0006816893888669112	0.00609191098640807
UGT2B7	114.90594677754697	-1.9615835843455864	0.7520198375648004	0.0006825742985518492	0.006096537737038679
LRRC66	548.0341996107246	-1.7166042879208412	0.6349082481378003	0.000683417780462203	0.006100789691824956
TGIF2	737.3739483473596	1.1956167792162558	0.4043227983972034	0.0006863023824120038	0.006119959590531101
NSUN5P1	397.98787187380094	1.5236309649539903	0.5473054556589921	0.0006938853589437626	0.006180940182350984
HPSE	503.5878415411543	-1.3190641957854117	0.45915902765270394	0.0006980391108812748	0.006208971427572874
YBX1P2	31.313077418711707	1.8276266739522637	0.6930956364166426	0.0007002987872211551	0.006224711489839432
MRPL55	1633.0101989360467	1.7660789818222977	0.6566723157810426	0.0007007664412716947	0.006225535575642171
RP11-545I5.3	40.098400889519965	-1.580612313865879	0.5732225429480123	0.0007027366889329017	0.006239700525690856
ANXA3	2645.532260802574	1.5016617191209092	0.5374428591924996	0.0007058124987331954	0.006257129271133069
IDUA	588.6945725593936	1.6886506190285266	0.62168006069343	0.0007062069533909524	0.006257129271133069
FAM13B	916.5016648295879	-1.1837007043587502	0.4027453235795912	0.0007060664592906496	0.006257129271133069
FKBP1B	124.1556511972425	-1.5318080496336175	0.5534779702365129	0.0007060123380282933	0.006257129271133069
B4GALNT4	260.6277824392442	2.450168446137713	0.9929965295763444	0.0007112374377934362	0.00629081104524207
AMPD2	1468.8521535736177	1.1809292405373268	0.39816803855791627	0.0007112946971920891	0.00629081104524207
TP53RK	1047.545806778814	1.1372956488017407	0.38153865906174933	0.0007119027917375241	0.00629081104524207
SPATA3-AS1	14.954122954610998	1.7108878833483714	0.6261796769252348	0.0007116616515653316	0.00629081104524207
CSNK2A2	2144.7354586520187	1.0191403362108513	0.336176635348325	0.0007192146387083921	0.006341922390395189
ZNF677	116.74611797111763	-1.569133962434771	0.5708337023078242	0.0007263460309151048	0.006398010343402865
MRPL38	347.0265933794791	1.0532336491240233	0.3503124653763162	0.0007284081611135017	0.00641277259126648
PAQR7	333.8381710662689	1.1072007199941372	0.37202158537228086	0.0007306224894002411	0.00642885840699608
GPR18	52.82013179703093	-2.048418747511584	0.78605931415569	0.0007402901171486914	0.0065035857699136885
COL9A2	1076.4424096000398	2.201225605567542	0.8723348237899945	0.0007399326075384331	0.0065035857699136885
EPB41L4B	4559.387805787453	-1.2382400834069938	0.4321544745590215	0.0007445257933111838	0.006537338060359014
ZNF460	68.17253677076836	1.7097066906220266	0.6364897792884856	0.0007486467042280606	0.006566576797148821
RP1-278O22.1	87.5567576682559	-1.9015504323220713	0.7312289132289062	0.0007496257849190885	0.006571692995140732
HSPA1B	4823.21077845638	1.5379905392357307	0.5552095242365999	0.0007508271166414863	0.006571815205437658
SLC39A8	2563.8161924114834	-1.132661211879128	0.3851987281092333	0.0007504174518682612	0.006571815205437658
CCDC170	211.52761591489542	1.6626898348361492	0.6164094474943951	0.000750708732320267	0.006571815205437658
SERPINE2	2433.4975557682355	1.444004465797376	0.5143938961950665	0.0007531254485802924	0.006581523656961671
ZNF473	465.58041765222816	1.3238094322060887	0.4630028781448128	0.0007527023174130811	0.006581523656961671
C10orf99	7698.505131773657	-2.1304763377292684	0.8495561208849893	0.0007561150205308414	0.006604173488108412
DDIT3	821.2625932897275	1.388283362925629	0.4916567490143678	0.0007577585183889889	0.006611572485197463
RARG	1369.3206513631085	1.6253922238552265	0.5982478599781546	0.0007574728123404291	0.006611572485197463
STC2	239.77894375083187	2.1343065278447435	0.8453896055584073	0.0007588418735554024	0.00661638138158625
VSTM4	395.04040299814505	-1.3175003601834177	0.46331936570503696	0.0007591066328548425	0.00661638138158625
FAM65B	350.3978568387669	-1.897909095410711	0.7316587467609109	0.0007613962188519925	0.00662937746083822
CLPP	3049.7396452798	1.3481133951252926	0.47481952178382103	0.0007623772500051551	0.006634440177717817
FAM161B	204.609679078475	-1.0022937060705097	0.33148359922984777	0.0007628984237833673	0.006635497867207454
NOX4	66.64800615176586	2.3328602522448714	0.9502893168102464	0.0007639310890138402	0.006641000943448064
RP11-54H7.4	32.42580747984864	2.718751460044529	1.1363042479012166	0.0007704489458473333	0.006694157141208331
STC1	218.55187753503816	1.8870952372020249	0.7243008801738221	0.0007721059525769431	0.006705045625830316
FGD4	978.0964985859391	-1.2033958624153753	0.41517435522481927	0.000773080267480442	0.00670649151580212
LY6G5C	63.018664262324336	1.0177470229848427	0.3378373562263296	0.0007727548122902369	0.00670649151580212
P2RY8	345.7515976868728	-1.7042834929703936	0.6397360505180886	0.0007745749168172722	0.006715948782680933
PAX5	373.96586298667614	-3.447886259583167	1.6015074496308708	0.000776030908884099	0.006725061174901659
PRSS53	50.447930237344785	2.07611521371411	0.8193056663276378	0.0007782882982411772	0.006741105322898542
WDR90	1580.1123558115796	1.7025830740393624	0.6372691740829328	0.0007844158739134803	0.006783563109614286
NOP56	3954.4557252982604	1.1955725069625238	0.41076996356455714	0.0007856416914388163	0.006787093987851251
HOXB9	5316.83296806066	1.6736315002471003	0.6223297098514449	0.0007853644183143438	0.006787093987851251
RPL37	27229.738009303426	1.0389215758242598	0.34306237057424627	0.0007863397192899237	0.006789591627191832
SH3BGRL	3504.577846378398	-1.3641795837082558	0.48893430858530723	0.000790101051883775	0.0068128950629485294
RP5-908M14.10	72.60973963851956	1.664511908596907	0.6211373706140852	0.000791661807857913	0.006821355816124954
PAQR5	1129.4397987062532	-1.548241587782685	0.570059792374371	0.0007924197963790797	0.006824345590808215
RP5-857K21.6	1702.2546296428688	-1.2621716359077904	0.44267979485181175	0.0007929500654173201	0.006825372154582262
NUP62CL	100.69115193123133	1.1578292708292	0.3973965628440474	0.0007987301665534134	0.006864449112553249
B3GNT5	1346.6075532120954	-1.3735827149689803	0.49123866046503223	0.000799345258468456	0.006866181413145495
RP3-475N16.1	61.68200774337573	1.3344740905524537	0.474531216934331	0.0008002526554976604	0.006870421453920968
RPL14P1	203.30557750969933	1.2432394013573038	0.4327518043408531	0.0008047978640834091	0.0069058727313906585
AMDHD2	593.3446564489744	1.2243530975378212	0.4252507891884602	0.0008074130678960406	0.006914020927976202
LINC01183	16.430857883446837	1.5353851205288904	0.5654702213424398	0.0008072018074579877	0.006914020927976202
TESK2	475.6834072964116	-1.1146401862681732	0.3799880385384042	0.0008073600996929869	0.006914020927976202
MBNL3	940.1456404434924	-1.0485484639099387	0.35437548958897597	0.0008088105198061493	0.006922417459206857
ZNF524	984.6525262938316	1.098435200027443	0.3727931984206653	0.0008093344923715876	0.0069230445923161
CD320	3330.198963282448	1.36292212579582	0.4841652475362225	0.0008097176944277204	0.0069230445923161
RP3-375P9.2	52.48186740612517	2.099820225001364	0.8394169937793449	0.0008117372316224789	0.00693673957481196
C17orf89	589.5395267052127	1.0180447706447326	0.34047700783176094	0.0008131359429179005	0.0069451178992843724
SRMS	219.1287655765498	2.2220132298045385	0.8979893747156262	0.0008136568233328383	0.006945993776153442
OXLD1	809.7619436688279	1.3087333082501802	0.4614216583754767	0.0008140834735665328	0.006946064745682791
RPL26P19	84.40437667074058	1.4299527792430569	0.5166884322516628	0.0008150521832439517	0.006950758320792283
SEMA5B	45.25997300302529	1.520214603982761	0.5594951035614509	0.000817149431624335	0.006965066305282577
GDI1	5442.7715651055105	1.168059952583505	0.39917299856580657	0.0008177988317979638	0.006966891282077719
CBFA2T3	265.66834308084066	-1.689705916253925	0.639501041777114	0.000823219309696238	0.007002424906862877
MARS	4256.418268465422	1.0561120180875099	0.3522617122120771	0.000822920982514097	0.007002424906862877
CELSR1	1259.8797255727873	2.098940853151056	0.833622864505392	0.0008295935358764248	0.007053031781716415
OSBP2	327.4032836644883	1.183486343969422	0.4093216281914179	0.0008315011532809442	0.007062017979067415
ZNF692	550.6010665515031	1.4123712509654636	0.5081385354292448	0.0008325891148345253	0.00706764297684686
PTP4A1	8479.95924203566	-1.0722318178912742	0.36859839227070706	0.0008355409421235199	0.007085455466301799
HSPBP1	2735.553468166414	1.4024366601199367	0.5038423414138815	0.0008366431789757131	0.007091180879894202
RP11-127I20.5	40.73599814653728	1.8795620013311023	0.7324181126954229	0.0008377862644664819	0.007093627299949753
TNFSF4	140.59700386326472	1.5370081984259316	0.5654106855206302	0.0008401064405438531	0.0071096469616667365
YES1	1607.8054486721883	-1.1274046739575172	0.390638539176603	0.0008412810749204594	0.007115960758012892
PTN	388.0298080009829	-2.103899382572316	0.8477178772308408	0.0008424189020063946	0.0071219569495489694
DDR2	1670.896965297273	-1.8241750912326735	0.707860449244994	0.0008451719845129595	0.007141595740892203
TMEM92	334.0152399910701	1.3354525701845235	0.4758848235976732	0.0008458619744252107	0.007143790551045879
MRPL4	3407.0388419126684	1.367795531519235	0.4881180387145821	0.0008474184028657495	0.007150352165580505
MRPS34	4444.935833484033	1.4957676806283289	0.5454825329402884	0.0008475001844051092	0.007150352165580505
SGK1	3094.253867854726	-1.7799568117022728	0.6871945886976881	0.0008522219192698652	0.007175604841560265
MLST8	2627.348478227844	1.4109636508726822	0.5091908760129029	0.0008517283346795925	0.007175604841560265
PCK1	5893.430024833177	-1.7997793187661715	0.7008166405932544	0.0008519667646832345	0.007175604841560265
SLC29A3	555.5539828407461	1.2068652034328429	0.41865288271751716	0.0008533800358569407	0.00717807604628604
FAM83B	390.7672126516031	-1.3553356100313874	0.48557078021240196	0.0008530803043965902	0.00717807604628604
ATP5EP2	50.44493087475588	1.9964368882377612	0.7936230666895868	0.0008548086945041797	0.00718645243723919
LINC01006	402.8427295580043	1.070458660650062	0.3637959073815743	0.000856769536988729	0.0071992922025105556
GSN	22985.82348842121	-1.2186213910396866	0.43501184845243274	0.0008627027255424433	0.007245481059639215
ARHGAP20	97.91365528339263	-1.917317470014506	0.7518117291954367	0.0008692952352172918	0.007293470482843816
CXCL8	4282.217141364173	3.6079527921637737	1.7063389515430607	0.0008715350109331141	0.0073085693543098115
PUF60	8262.874876060814	1.243414690424357	0.43637358403848	0.0008732365812464643	0.007319141945995099
TLR7	144.14394827257203	-1.5402697598252904	0.5699554354221429	0.0008765627203028496	0.007339610392288712
RP4-612B15.3	27.389522700347914	-1.234473866310623	0.4366771376348745	0.0008778448161771855	0.007342939711741053
C9orf163	15.83342542216329	1.647073207597082	0.6256947114307864	0.0008830695340695361	0.00737920812465555
RPL5P1	29.066313022104847	1.8624287669799429	0.734536276888262	0.0008844565058517821	0.007387080393945165
CMTM7	474.1350977600212	1.1891285247147518	0.41336778217189774	0.0008933109459268882	0.007442557244547804
TM4SF5	733.5056278174286	1.4074415029013627	0.5110804770387735	0.0008929813606686317	0.007442557244547804
GALNT6	1854.9319133212655	1.7641603863011701	0.678824624948694	0.0008933399535282927	0.007442557244547804
PRKCE	416.05015206193667	-1.1129469318059553	0.38527552017385047	0.0008923713071152372	0.007442557244547804
EPHA1	872.4505367017888	1.184894758264208	0.41360218333969695	0.0008926417893150186	0.007442557244547804
LDHD	1200.849743808059	-1.745432996722195	0.6756893852480441	0.0008952120582287216	0.0074544137486608295
KRTAP5-1	33.6038640644163	2.0432622939846046	0.8208480405517009	0.0008963373025174449	0.007460042391478523
EGF	51.91506674480208	-1.6755882915966875	0.6564359866688882	0.0008995576262193288	0.007483093600073014
CTD-2020K17.4	52.76325625862114	1.639823591515657	0.6203004088245951	0.0009009712278580022	0.0074873504841612955
EREG	883.9151428679197	2.267965186294455	0.9361787900180923	0.0009009286926701764	0.0074873504841612955
CEP70	601.2701274939465	-1.3583800324659667	0.4916190301439526	0.0009031711278361005	0.007501877642116364
SLC6A1	21.266397085092283	1.5241061359650445	0.5742001190286906	0.0009124637256700418	0.007571488106459457
GNG12-AS1	27.696569191981425	-1.6429110150030446	0.6048202229795004	0.0009122327701325172	0.007571488106459457
D4S234E	168.86611019690594	-1.5033891761318783	0.5638743713423123	0.0009193123730841699	0.007609303411111444
IGKV3-11	4707.4421142844385	-1.9446005764435759	0.7830749055514133	0.0009184722564127811	0.007609303411111444
DIXDC1	1073.1188001649723	-1.822808525418152	0.7169703018622358	0.0009279768385713225	0.007669550735509328
RPS18P9	100.66452432923549	1.7264829310234677	0.6673131012604349	0.0009323572724573658	0.007701920473573184
UNC93B1	2626.364245094457	1.1857711374896902	0.412329751112134	0.000933941112096543	0.0077073351020134195
FAM21A	1008.3529496148324	-1.0317799843874	0.35314358401092505	0.0009336842802703711	0.0077073351020134195
TAZ	925.7767713028813	1.1834306709511149	0.41529274008207295	0.0009382889946483633	0.007721217671406134
MORC2	1394.1710207258614	1.0369744786490547	0.3531380748499424	0.0009376926526367602	0.007721217671406134
GLIPR2	1963.387663707922	-1.4936705527048086	0.5570394683922927	0.0009378469380333113	0.007721217671406134
SNHG20	159.06107378324145	1.0680711894130788	0.3654757497175564	0.0009388784918434706	0.007721217671406134
CHAD	108.14893040497326	-2.011344121082054	0.8163491895695646	0.0009370798336961235	0.007721217671406134
ST8SIA1	116.1828120964327	-1.7318880910347063	0.669549344599105	0.0009367220809250673	0.007721217671406134
RP11-12M9.3	91.83258388976144	1.492390375860014	0.5560229753705823	0.0009387689408787245	0.007721217671406134
ASNS	1534.4155263271996	1.182605486689015	0.41417491587482064	0.0009422693554450382	0.00774237935789256
NXPE3	353.5602106843733	-1.1577585532021508	0.4044151467779256	0.0009423842858528585	0.00774237935789256
AC144831.1	40.52745760300987	-1.9023612923527724	0.7546404004101546	0.000945909861859249	0.007767501160391182
SIAE	5589.39825085894	-1.2006104958024337	0.42853821355089455	0.0009536760651587701	0.007823536257853864
GADD45G	423.1031159651749	1.3848153575942639	0.5061162200739519	0.0009570750466298579	0.00784734544505075
RGL2	1380.187296204366	1.107800082881099	0.3821045748778779	0.0009575236010402806	0.00784734544505075
ACADS	3985.8457656212854	-1.3769005194978527	0.5050782908605828	0.0009586745289182881	0.00785290176524877
P3H2	1105.3007135704377	-1.9911636470173637	0.8098486427269488	0.0009599160877856321	0.007859194635893805
GGT6	5314.116523826261	-1.4572908856782534	0.5458880963666392	0.000962600024610836	0.007877284775080493
PLGRKT	1067.089218764787	-1.076566103881247	0.37203059252994614	0.0009681283204282679	0.007910828067121536
CTD-2192J16.15	249.91108500087418	1.5917444781187529	0.6028465741655695	0.0009695992769151851	0.007918950513477489
ICAM5	29.61957300913885	1.7640115785705404	0.6862778545440096	0.0009712350975117668	0.00792841079601051
TAPT1	673.089052390122	-1.0260922232373277	0.35110822015612586	0.0009762709065784811	0.007961690634984822
SOX12	747.8829474950555	1.566264794364525	0.5905019024258479	0.0009777044188935982	0.007969466947132697
SPATC1L	270.53554155378333	1.2861324734438702	0.46290533140872675	0.0009793435496149084	0.007978556769432031
TMEM140	884.4310603296184	-1.0797099055347215	0.37542503883230344	0.000980207598887826	0.007978556769432031
HSD17B10	4431.72715413828	1.3218807960207146	0.47489096079804205	0.0009873632809355942	0.008032425240889077
DNAH10	46.92601304061973	1.686524275375709	0.6508231270818567	0.000987910500244331	0.00803294120766742
WASH7P	420.0252364880101	1.2588203968341456	0.4494204999812869	0.0009892187265478417	0.008039641573960041
SLC43A1	969.7384347042009	1.1312198047594835	0.3954007406981067	0.0009919307558998581	0.008057738880118025
TSPAN1	31454.402542141946	-1.3266342384953898	0.4900993757800769	0.0009939402024402538	0.00807011399575451
GIT1	3372.667795827519	1.2721550507730481	0.45586623081223754	0.000997208928666361	0.008088743063789086
KIAA0232	1571.0261299763918	-1.1897916523999257	0.4221060503151722	0.0009986039959288806	0.008096103881056218
PDE2A	419.1740109989961	-1.7550514768042085	0.6898742331511077	0.000999595468730032	0.008100186999899195
C5orf56	233.65574499500494	-1.3984032705894427	0.5143171750501191	0.0010012840608207023	0.008109912461398508
SHROOM4	497.94957629821835	1.6295474155252592	0.6240641565500614	0.001003332334183627	0.00811462741197513
NPEPL1	463.4244011509621	1.3628341951623664	0.4988108991140238	0.0010032149197081648	0.00811462741197513
